views,add_to_cart,searches,clicks,discount_percent,recency_days,redeemed
4.0,0.0,0.0,4.0,32.0,14.0,0
25.0,0.0,1.0,28.0,5.0,15.0,0
31.0,0.9055741935,0.0,33.0,5.0,14.0,1
21.0,0.0,0.0,21.0,5.0,14.0,0
7.0,0.0,0.0,7.0,5.0,14.0,0
7.0,0.0,0.0,7.0,32.0,14.0,0
20.0,0.0,0.0,20.0,50.0,15.0,0
2.0,0.0,0.0,2.0,41.0,14.0,0
18.0,0.0,0.0,18.0,41.0,14.0,0
25.0,0.0,0.0,27.0,5.0,14.0,0
45.0,0.0,0.0,46.0,5.0,14.0,0
5.0,0.0,0.0,5.0,5.0,15.0,0
7.0,0.0,0.0,8.0,41.0,14.0,0
26.0,1.34915625,0.0,33.0,5.0,14.0,1
20.0,0.0,0.0,23.0,5.0,15.0,0
8.0,0.0,0.0,8.0,41.0,14.0,0
12.0,0.0,0.0,13.0,50.0,15.0,0
4.0,0.0,0.0,4.0,5.0,15.0,0
9.0,1.4199166665,0.0,12.0,5.0,15.0,1
17.0,0.0,0.0,17.0,41.0,14.0,0
21.0,0.8412525000000001,0.0,21.0,5.0,14.0,1
1.0,0.0,0.0,1.0,32.0,14.0,0
36.0,0.0,0.0,39.0,5.0,14.0,0
36.0,1.0197243244999998,0.0,39.0,5.0,15.0,1
1.0,0.0,0.0,1.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
6.0,0.0,0.0,6.0,23.0,14.0,0
49.0,0.48047647060000004,1.0,53.0,32.0,14.0,1
6.0,0.0,0.0,6.0,5.0,14.0,0
24.0,0.0,0.0,24.0,23.0,14.0,0
28.0,0.13316666665000002,0.0,35.0,5.0,14.0,1
1.0,0.0,0.0,1.0,5.0,14.0,0
10.0,0.0,0.0,10.0,5.0,14.0,0
4.0,0.0,0.0,6.0,23.0,14.0,0
51.0,0.0,2.0,56.0,5.0,15.0,0
40.0,0.1391443182,0.0,45.0,23.0,14.0,0
33.0,0.0,0.0,33.0,50.0,15.0,0
23.0,2.9994,0.0,28.0,5.0,14.0,1
1.0,0.0,0.0,1.0,5.0,15.0,0
124.0,0.0,1.0,125.0,5.0,14.0,0
19.0,0.0,0.0,20.0,32.0,14.0,0
23.0,1.055814815,4.0,28.0,5.0,14.0,0
43.0,0.7396,2.0,49.0,5.0,14.0,0
8.0,0.0,0.0,8.0,23.0,14.0,0
23.0,0.0,0.0,23.0,32.0,14.0,0
6.0,0.0,0.0,6.0,32.0,14.0,0
16.0,0.0,0.0,16.0,32.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
5.0,0.0,0.0,7.0,5.0,15.0,0
71.0,0.22541355265,0.0,78.0,5.0,14.0,0
10.0,0.0,2.0,19.0,5.0,14.0,0
45.0,2.7487950000000003,3.0,57.0,5.0,14.0,1
84.0,0.5106148835,3.0,87.0,5.0,14.0,0
25.0,0.0,0.0,28.0,5.0,15.0,0
18.0,0.0,0.0,19.0,23.0,14.0,0
28.0,0.0,0.0,28.0,23.0,14.0,0
9.0,0.0,0.0,9.0,5.0,14.0,0
21.0,1.1534499999999999,0.0,23.0,5.0,14.0,0
51.0,0.14233898304999998,1.0,58.0,50.0,15.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
11.0,0.0,0.0,11.0,41.0,14.0,0
82.0,0.0,0.0,83.0,50.0,15.0,0
32.0,1.231918919,1.0,42.0,5.0,15.0,1
54.0,0.0,3.0,63.0,5.0,14.0,0
42.0,0.8848285714999999,0.0,44.0,50.0,15.0,1
25.0,1.1169600000000002,3.0,34.0,5.0,15.0,0
34.0,0.25927286375,0.0,38.0,5.0,14.0,0
5.0,0.0,0.0,5.0,41.0,14.0,0
75.0,0.2187200633,3.0,84.0,14.0,14.0,1
7.0,0.0,0.0,7.0,23.0,14.0,0
0.0,0.0,0.0,2.0,5.0,15.0,0
16.0,2.1596142855,0.0,16.0,5.0,14.0,0
38.0,0.0,0.0,38.0,32.0,14.0,0
19.0,0.0,0.0,20.0,5.0,14.0,0
9.0,0.0,2.0,11.0,5.0,14.0,0
3.0,0.0,0.0,5.0,5.0,14.0,0
26.0,0.0,3.0,39.0,5.0,14.0,0
50.0,0.0,0.0,51.0,5.0,14.0,0
1.0,0.0,0.0,1.0,23.0,14.0,0
15.0,0.0,4.0,22.0,5.0,14.0,0
32.0,1.045846154,0.0,39.0,5.0,14.0,0
3.0,0.0,0.0,3.0,14.0,14.0,0
6.0,0.0,0.0,6.0,5.0,14.0,0
50.0,0.1486607143,4.0,59.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
3.0,0.0,0.0,3.0,32.0,14.0,0
160.0,0.0291375,1.0,165.0,5.0,14.0,0
39.0,0.0,0.0,39.0,5.0,14.0,0
8.0,0.0,0.0,8.0,50.0,15.0,0
30.0,0.0,0.0,30.0,5.0,14.0,0
32.0,1.327275,0.0,37.0,5.0,14.0,0
34.0,0.9234947370000001,0.0,38.0,5.0,15.0,1
49.0,0.21884578945,0.0,55.0,23.0,14.0,0
43.0,0.0,1.0,44.0,5.0,15.0,0
4.0,0.0,0.0,5.0,5.0,15.0,0
29.0,1.7495833335,0.0,39.0,5.0,15.0,1
23.0,0.0,0.0,25.0,50.0,15.0,0
28.0,0.969090909,4.0,33.0,5.0,14.0,0
15.0,0.0,0.0,15.0,23.0,14.0,0
32.0,0.6242062500000001,1.0,33.0,23.0,14.0,1
30.0,0.0,0.0,30.0,32.0,14.0,0
3.0,0.0,0.0,6.0,5.0,14.0,0
127.0,0.0,5.0,135.0,5.0,14.0,0
64.0,0.2436984679,2.0,71.0,5.0,15.0,0
125.0,0.0,0.0,130.0,32.0,14.0,0
16.0,0.0,2.0,21.0,5.0,15.0,0
11.0,1.6473,1.0,13.0,14.0,14.0,1
66.0,7.160576924999999,2.0,68.0,5.0,15.0,1
53.0,1.6344845455,1.0,55.0,5.0,14.0,0
19.0,0.0,0.0,19.0,5.0,14.0,0
104.0,0.17156051585,7.0,126.0,5.0,15.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
3.0,0.0,0.0,3.0,5.0,15.0,0
7.0,0.0,0.0,8.0,5.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
35.0,0.653664706,0.0,36.0,5.0,15.0,1
14.0,0.0,1.0,15.0,32.0,14.0,0
11.0,0.0,0.0,13.0,5.0,15.0,0
7.0,0.0,0.0,9.0,5.0,14.0,0
15.0,1.69806,0.0,16.0,5.0,14.0,1
2.0,0.0,0.0,2.0,5.0,14.0,0
28.0,0.0,6.0,34.0,5.0,15.0,0
32.0,2.5558612745000002,0.0,35.0,5.0,14.0,0
16.0,0.0,4.0,27.0,5.0,14.0,0
5.0,0.0,0.0,5.0,32.0,14.0,0
73.0,0.2127125,0.0,80.0,5.0,14.0,0
27.0,2.2238666665,0.0,31.0,5.0,14.0,1
20.0,0.0,1.0,21.0,5.0,14.0,0
22.0,0.0,0.0,25.0,5.0,14.0,0
29.0,1.295165517,1.0,30.0,5.0,14.0,1
1.0,0.0,0.0,1.0,5.0,14.0,0
2.0,0.0,0.0,2.0,32.0,14.0,0
90.0,0.0861082474,0.0,102.0,5.0,14.0,0
14.0,0.0,0.0,14.0,32.0,14.0,0
30.0,0.0,0.0,30.0,5.0,14.0,0
15.0,0.0,0.0,15.0,5.0,14.0,0
6.0,0.0,0.0,8.0,5.0,15.0,0
43.0,0.0,0.0,43.0,32.0,14.0,0
98.0,0.8024303570000001,0.0,100.0,5.0,14.0,1
11.0,0.0,0.0,12.0,5.0,14.0,0
46.0,1.0512408165,2.0,53.0,14.0,14.0,0
1.0,0.0,0.0,1.0,23.0,14.0,0
17.0,0.0,0.0,17.0,41.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
44.0,0.3764651163,0.0,44.0,5.0,14.0,0
28.0,0.0,1.0,30.0,23.0,14.0,0
15.0,0.0,0.0,15.0,32.0,14.0,0
3.0,0.0,0.0,3.0,5.0,14.0,0
42.0,1.7616992249999999,0.0,46.0,5.0,14.0,0
49.0,0.30825,4.0,56.0,41.0,14.0,1
21.0,0.0,0.0,21.0,41.0,14.0,0
13.0,0.0,0.0,14.0,5.0,14.0,0
20.0,1.55952,0.0,20.0,32.0,14.0,1
16.0,0.0,0.0,21.0,5.0,15.0,0
30.0,0.0,1.0,32.0,5.0,14.0,0
13.0,0.0,0.0,13.0,5.0,15.0,0
15.0,0.0,0.0,15.0,5.0,14.0,0
36.0,0.9496346155,1.0,40.0,5.0,14.0,0
33.0,0.0,0.0,33.0,41.0,14.0,0
24.0,0.0,0.0,26.0,5.0,14.0,0
47.0,0.47086360655000004,6.0,68.0,5.0,15.0,0
13.0,0.0,4.0,21.0,5.0,15.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
5.0,0.0,0.0,8.0,5.0,15.0,0
28.0,0.0,0.0,28.0,50.0,15.0,0
10.0,0.0,0.0,10.0,5.0,14.0,0
56.0,0.20816297815,0.0,62.0,14.0,14.0,0
31.0,0.6317205880000001,0.0,39.0,5.0,14.0,1
27.0,0.0,2.0,29.0,5.0,15.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
14.0,0.0,1.0,19.0,5.0,15.0,0
13.0,0.0,0.0,13.0,41.0,14.0,0
9.0,0.0,0.0,11.0,14.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
22.0,0.0,0.0,22.0,41.0,14.0,0
30.0,0.0,4.0,36.0,5.0,14.0,0
16.0,0.0,0.0,19.0,14.0,14.0,0
13.0,0.0,0.0,13.0,50.0,15.0,0
10.0,0.0,0.0,11.0,5.0,14.0,0
3.0,0.0,0.0,3.0,5.0,14.0,0
0.0,0.0,0.0,1.0,5.0,14.0,0
1.0,0.0,0.0,1.0,50.0,15.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
47.0,0.40057766755,1.0,52.0,23.0,14.0,1
7.0,0.0,0.0,14.0,5.0,14.0,0
20.0,0.0,0.0,24.0,5.0,14.0,0
43.0,0.21213442030000002,0.0,50.0,5.0,15.0,0
4.0,0.0,0.0,4.0,23.0,14.0,0
31.0,1.1314947915,1.0,32.0,23.0,14.0,1
10.0,0.0,0.0,10.0,5.0,14.0,0
17.0,0.0,0.0,22.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
6.0,0.0,0.0,6.0,5.0,15.0,0
2.0,0.0,0.0,2.0,5.0,15.0,0
8.0,0.0,0.0,16.0,23.0,14.0,0
8.0,0.0,0.0,12.0,5.0,14.0,0
16.0,0.0,2.0,22.0,5.0,14.0,0
15.0,0.0,0.0,18.0,32.0,14.0,0
10.0,0.0,0.0,10.0,32.0,14.0,0
3.0,0.0,0.0,3.0,23.0,14.0,0
1.0,0.0,0.0,1.0,32.0,14.0,0
25.0,0.0,0.0,25.0,23.0,14.0,0
4.0,0.0,0.0,4.0,5.0,14.0,0
9.0,0.0,0.0,9.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
3.0,0.0,0.0,7.0,5.0,14.0,0
5.0,0.0,0.0,5.0,5.0,15.0,0
47.0,1.63996875,0.0,49.0,5.0,14.0,1
34.0,1.1802594595,1.0,37.0,14.0,14.0,1
25.0,0.0,1.0,26.0,5.0,14.0,0
34.0,0.0,0.0,34.0,5.0,14.0,0
2.0,0.0,0.0,2.0,23.0,14.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
7.0,0.0,0.0,7.0,14.0,14.0,0
5.0,0.0,2.0,15.0,5.0,14.0,0
25.0,0.0,2.0,28.0,5.0,15.0,0
6.0,0.0,0.0,6.0,5.0,14.0,0
45.0,0.0,5.0,56.0,5.0,14.0,0
32.0,0.0,1.0,36.0,5.0,14.0,0
50.0,0.9890675594999999,0.0,58.0,23.0,14.0,0
19.0,0.0,0.0,19.0,5.0,15.0,0
11.0,0.0,0.0,12.0,5.0,15.0,0
20.0,0.0,0.0,21.0,23.0,14.0,0
10.0,0.0,0.0,10.0,23.0,14.0,0
44.0,0.0,0.0,49.0,5.0,14.0,0
5.0,0.0,0.0,5.0,23.0,14.0,0
19.0,0.0,0.0,19.0,32.0,14.0,0
10.0,0.0,3.0,17.0,5.0,14.0,0
0.0,0.0,1.0,1.0,50.0,15.0,0
9.0,0.0,0.0,9.0,5.0,14.0,0
23.0,0.0,0.0,25.0,41.0,14.0,0
40.0,0.0,0.0,40.0,41.0,14.0,0
64.0,0.31105227274999997,0.0,67.0,32.0,14.0,1
23.0,0.0,0.0,23.0,41.0,14.0,0
7.0,0.0,0.0,7.0,14.0,14.0,0
65.0,0.13706000000000002,0.0,65.0,5.0,14.0,0
69.0,0.0,0.0,75.0,5.0,14.0,0
66.0,0.11042472219999999,0.0,73.0,5.0,14.0,0
19.0,0.0,0.0,23.0,5.0,14.0,0
13.0,0.0,0.0,20.0,5.0,14.0,0
3.0,3.2994,0.0,3.0,5.0,14.0,1
9.0,0.0,0.0,9.0,41.0,14.0,0
10.0,0.0,0.0,10.0,5.0,14.0,0
23.0,0.274725,2.0,28.0,5.0,15.0,1
48.0,0.0,0.0,48.0,5.0,14.0,0
77.0,0.38343197674999996,2.0,89.0,5.0,14.0,0
17.0,0.0,0.0,17.0,50.0,15.0,0
65.0,0.683079412,3.0,74.0,50.0,15.0,0
63.0,0.0,1.0,72.0,5.0,14.0,0
13.0,0.0,0.0,13.0,5.0,14.0,0
14.0,0.0,0.0,14.0,23.0,14.0,0
29.0,0.0,0.0,31.0,14.0,14.0,0
10.0,0.0,0.0,10.0,32.0,14.0,0
7.0,0.0,0.0,9.0,50.0,15.0,0
41.0,0.0,1.0,47.0,50.0,15.0,0
53.0,0.0,0.0,53.0,50.0,15.0,0
150.0,0.0,0.0,150.0,32.0,14.0,0
11.0,0.0,0.0,11.0,5.0,14.0,0
22.0,0.0,0.0,25.0,5.0,14.0,0
49.0,0.44899673074999996,1.0,52.0,41.0,14.0,0
12.0,4.3194,0.0,12.0,5.0,15.0,1
9.0,0.0,0.0,9.0,41.0,14.0,0
116.0,0.2473883138,2.0,127.0,41.0,14.0,0
105.0,0.12895324675,9.0,124.0,5.0,15.0,0
1.0,0.0,0.0,2.0,5.0,15.0,0
42.0,0.0,0.0,42.0,14.0,14.0,0
1.0,0.0,0.0,1.0,23.0,14.0,0
19.0,1.1164673685,1.0,24.0,5.0,15.0,1
1.0,0.0,0.0,1.0,5.0,15.0,0
52.0,0.0,0.0,55.0,5.0,14.0,0
15.0,0.0,0.0,19.0,41.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
9.0,0.0,0.0,10.0,14.0,14.0,0
6.0,0.0,0.0,6.0,23.0,14.0,0
39.0,1.6825050000000001,0.0,40.0,5.0,14.0,0
30.0,0.0,0.0,30.0,5.0,14.0,0
58.0,0.1284227381,3.0,72.0,5.0,14.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
5.0,0.0,0.0,5.0,41.0,14.0,0
8.0,0.0,0.0,8.0,41.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
19.0,0.0,0.0,20.0,5.0,14.0,0
10.0,0.0,0.0,10.0,41.0,14.0,0
16.0,0.0,0.0,16.0,5.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
1.0,0.0,2.0,3.0,32.0,14.0,0
27.0,0.0,0.0,27.0,5.0,14.0,0
25.0,0.928074,0.0,27.0,5.0,14.0,0
29.0,0.31553703705,3.0,40.0,23.0,14.0,0
13.0,0.0,0.0,13.0,23.0,14.0,0
10.0,0.0,0.0,13.0,5.0,14.0,0
12.0,0.0,0.0,14.0,5.0,14.0,0
14.0,0.0,4.0,21.0,32.0,14.0,0
29.0,0.0,0.0,31.0,5.0,14.0,0
6.0,0.0,0.0,6.0,50.0,15.0,0
12.0,0.0,0.0,12.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,15.0,0
10.0,0.0,0.0,10.0,5.0,14.0,0
28.0,0.28945142855,2.0,37.0,5.0,14.0,0
21.0,0.0,0.0,23.0,32.0,14.0,0
19.0,0.0,0.0,19.0,50.0,15.0,0
6.0,0.0,0.0,10.0,5.0,14.0,0
21.0,0.0,0.0,21.0,5.0,15.0,0
1.0,0.0,0.0,1.0,32.0,14.0,0
149.0,0.02566929935,0.0,160.0,32.0,14.0,0
12.0,0.0,0.0,12.0,32.0,14.0,0
9.0,0.0,0.0,12.0,5.0,15.0,0
11.0,0.0,0.0,13.0,14.0,14.0,0
92.0,0.0,0.0,93.0,5.0,15.0,0
10.0,0.0,0.0,10.0,23.0,14.0,0
13.0,0.0,0.0,13.0,5.0,14.0,0
89.0,2.143314045,2.0,91.0,5.0,15.0,0
16.0,0.0,0.0,21.0,5.0,14.0,0
12.0,3.5744,2.0,14.0,5.0,14.0,1
4.0,0.0,0.0,5.0,32.0,14.0,0
48.0,2.6994,0.0,55.0,5.0,14.0,0
61.0,0.0,0.0,66.0,32.0,14.0,0
22.0,0.0,0.0,22.0,32.0,14.0,0
9.0,0.0,2.0,14.0,32.0,14.0,0
36.0,0.0,2.0,43.0,5.0,14.0,0
41.0,0.5086125,2.0,57.0,5.0,15.0,1
4.0,0.0,0.0,4.0,32.0,14.0,0
34.0,0.0,0.0,34.0,23.0,14.0,0
77.0,2.0962594935,1.0,83.0,5.0,14.0,0
2.0,0.0,0.0,2.0,32.0,14.0,0
1.0,0.0,5.0,8.0,5.0,14.0,0
2.0,0.0,0.0,2.0,32.0,14.0,0
36.0,0.0,0.0,36.0,5.0,15.0,0
13.0,0.0,0.0,16.0,5.0,14.0,0
12.0,2.4812727275,0.0,12.0,5.0,14.0,1
22.0,0.0,0.0,24.0,5.0,15.0,0
95.0,0.0,1.0,104.0,5.0,15.0,0
4.0,0.0,0.0,4.0,5.0,15.0,0
75.0,0.42845670835,1.0,85.0,5.0,15.0,0
69.0,0.0,0.0,69.0,32.0,14.0,0
4.0,0.0,0.0,4.0,5.0,15.0,0
33.0,0.0,2.0,40.0,5.0,14.0,0
22.0,0.0,0.0,24.0,5.0,14.0,0
5.0,0.0,0.0,12.0,5.0,14.0,0
5.0,0.0,0.0,5.0,23.0,14.0,0
23.0,0.0,0.0,23.0,14.0,14.0,0
24.0,0.0,0.0,24.0,23.0,14.0,0
16.0,0.0,0.0,16.0,5.0,14.0,0
6.0,0.0,0.0,6.0,5.0,14.0,0
16.0,1.4397,1.0,18.0,5.0,15.0,1
5.0,0.0,0.0,5.0,5.0,14.0,0
19.0,0.0,0.0,19.0,23.0,14.0,0
8.0,0.0,0.0,8.0,50.0,15.0,0
14.0,0.0,0.0,17.0,5.0,15.0,0
7.0,0.0,0.0,7.0,5.0,15.0,0
81.0,0.0,0.0,87.0,5.0,14.0,0
23.0,0.0,0.0,23.0,14.0,14.0,0
60.0,0.0,0.0,66.0,32.0,14.0,0
7.0,0.0,0.0,7.0,32.0,14.0,0
19.0,0.0,0.0,24.0,5.0,14.0,0
22.0,0.0,0.0,23.0,5.0,14.0,0
16.0,0.0,0.0,16.0,5.0,14.0,0
8.0,0.0,0.0,8.0,5.0,14.0,0
27.0,0.0,0.0,27.0,41.0,14.0,0
48.0,0.15303829785,0.0,50.0,5.0,14.0,0
0.0,0.0,0.0,1.0,5.0,14.0,0
21.0,0.0,0.0,23.0,5.0,14.0,0
13.0,0.0,0.0,15.0,50.0,15.0,0
12.0,0.0,2.0,14.0,5.0,14.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
8.0,0.0,0.0,8.0,14.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
13.0,0.0,0.0,13.0,32.0,14.0,0
71.0,0.0,5.0,78.0,41.0,14.0,0
3.0,0.0,0.0,3.0,5.0,14.0,0
31.0,0.0,0.0,42.0,41.0,14.0,0
157.0,0.35763752260000004,1.0,164.0,41.0,14.0,0
21.0,0.0,1.0,22.0,41.0,14.0,0
6.0,0.0,0.0,6.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
42.0,0.38674515504999996,1.0,44.0,5.0,14.0,1
23.0,0.0,2.0,27.0,5.0,14.0,0
13.0,0.0,0.0,13.0,32.0,14.0,0
19.0,0.0,0.0,19.0,5.0,15.0,0
1.0,0.0,0.0,1.0,23.0,14.0,0
38.0,0.0,0.0,38.0,50.0,15.0,0
66.0,0.0,0.0,70.0,23.0,14.0,0
7.0,0.0,0.0,7.0,32.0,14.0,0
52.0,0.22521909089999997,1.0,59.0,5.0,14.0,0
49.0,0.0,3.0,62.0,5.0,14.0,0
30.0,0.7542441175000001,2.0,40.0,5.0,14.0,1
3.0,0.0,0.0,3.0,14.0,14.0,0
50.0,0.0,0.0,50.0,41.0,14.0,0
22.0,1.5589062500000002,3.0,30.0,5.0,14.0,0
12.0,0.0,0.0,12.0,5.0,15.0,0
14.0,0.0,0.0,14.0,5.0,14.0,0
13.0,0.0,0.0,13.0,5.0,14.0,0
3.0,0.0,0.0,3.0,5.0,15.0,0
19.0,0.0,0.0,19.0,14.0,14.0,0
38.0,0.0,0.0,38.0,23.0,14.0,0
1.0,0.0,0.0,1.0,41.0,14.0,0
41.0,0.0,0.0,41.0,14.0,14.0,0
7.0,0.0,0.0,7.0,5.0,15.0,0
15.0,0.0,2.0,17.0,5.0,14.0,0
27.0,1.17771875,1.0,32.0,5.0,14.0,1
1.0,0.0,0.0,1.0,5.0,14.0,0
32.0,0.0,0.0,38.0,5.0,15.0,0
12.0,0.0,0.0,12.0,41.0,14.0,0
14.0,1.488709091,2.0,26.0,5.0,14.0,1
22.0,0.0,0.0,26.0,5.0,14.0,0
36.0,0.0,0.0,41.0,23.0,14.0,0
154.0,0.0,4.0,167.0,5.0,14.0,0
31.0,0.0,2.0,42.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
4.0,0.0,0.0,4.0,23.0,14.0,0
220.0,0.0336563793,1.0,233.0,41.0,14.0,0
9.0,0.0,0.0,11.0,41.0,14.0,0
19.0,0.0,1.0,28.0,5.0,14.0,0
27.0,0.0,0.0,27.0,32.0,14.0,0
129.0,0.11367993875,2.0,138.0,5.0,15.0,0
4.0,0.0,0.0,4.0,5.0,14.0,0
12.0,0.0,0.0,12.0,5.0,15.0,0
9.0,0.0,0.0,9.0,5.0,14.0,0
4.0,0.0,0.0,4.0,5.0,15.0,0
1.0,0.0,0.0,1.0,5.0,15.0,0
15.0,2.8792,0.0,15.0,5.0,14.0,0
13.0,0.0,0.0,14.0,5.0,14.0,0
3.0,0.0,0.0,3.0,5.0,14.0,0
16.0,0.0,0.0,20.0,5.0,14.0,0
6.0,0.0,0.0,9.0,5.0,14.0,0
26.0,1.7174285715,1.0,30.0,5.0,14.0,1
17.0,0.91853125,0.0,18.0,5.0,14.0,0
60.0,0.2988030303,3.0,65.0,23.0,14.0,0
26.0,0.0,4.0,30.0,5.0,14.0,0
9.0,1.465777778,0.0,9.0,5.0,14.0,1
45.0,0.757602857,0.0,49.0,14.0,14.0,0
18.0,0.0,0.0,18.0,41.0,14.0,0
13.0,0.0,0.0,13.0,5.0,15.0,0
36.0,0.716562162,0.0,44.0,5.0,14.0,0
6.0,0.0,0.0,6.0,5.0,14.0,0
16.0,7.311937500000001,0.0,18.0,5.0,14.0,1
187.0,0.14369773405,2.0,208.0,5.0,14.0,0
15.0,0.0,0.0,15.0,5.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
4.0,0.0,0.0,4.0,32.0,14.0,0
20.0,0.0,0.0,20.0,41.0,14.0,0
34.0,0.0,0.0,34.0,5.0,14.0,0
3.0,0.0,0.0,3.0,5.0,14.0,0
6.0,0.0,2.0,10.0,5.0,14.0,0
37.0,1.9988888889999998,0.0,37.0,5.0,15.0,1
113.0,0.1306726461,1.0,138.0,5.0,15.0,0
24.0,0.0,0.0,24.0,5.0,14.0,0
21.0,0.0,0.0,21.0,5.0,14.0,0
25.0,2.716551852,1.0,33.0,5.0,15.0,1
21.0,0.0,0.0,21.0,50.0,15.0,0
22.0,5.068608695,0.0,24.0,5.0,15.0,1
18.0,0.0,0.0,18.0,14.0,14.0,0
42.0,0.0,3.0,57.0,32.0,14.0,0
22.0,0.0,0.0,22.0,32.0,14.0,0
16.0,0.0,2.0,27.0,5.0,14.0,0
28.0,0.0,0.0,28.0,5.0,15.0,0
11.0,0.0,0.0,11.0,5.0,15.0,0
4.0,0.0,0.0,4.0,32.0,14.0,0
31.0,0.0,0.0,31.0,50.0,15.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
14.0,1.6598,0.0,19.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
26.0,0.0,0.0,34.0,5.0,15.0,0
52.0,0.0,0.0,64.0,5.0,15.0,0
20.0,1.039557971,2.0,23.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
8.0,0.0,0.0,9.0,32.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
43.0,0.0,0.0,43.0,32.0,14.0,0
30.0,0.4755857143,3.0,37.0,5.0,14.0,1
9.0,0.0,0.0,9.0,41.0,14.0,0
31.0,0.0,0.0,36.0,5.0,14.0,0
37.0,1.66667907,4.0,46.0,5.0,14.0,0
24.0,0.0,0.0,26.0,41.0,14.0,0
9.0,0.0,0.0,9.0,5.0,14.0,0
8.0,0.0,0.0,8.0,5.0,15.0,0
27.0,0.0,0.0,27.0,5.0,15.0,0
22.0,0.0,0.0,32.0,14.0,14.0,0
12.0,0.0,3.0,19.0,5.0,14.0,0
154.0,0.9567076425,3.0,158.0,41.0,14.0,0
4.0,0.0,0.0,7.0,5.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
35.0,0.0,1.0,39.0,5.0,15.0,0
52.0,0.3805215574,0.0,66.0,5.0,14.0,0
3.0,0.0,0.0,3.0,32.0,14.0,0
10.0,0.0,0.0,12.0,5.0,15.0,0
4.0,0.0,0.0,4.0,50.0,15.0,0
7.0,0.0,0.0,7.0,5.0,14.0,0
21.0,0.0,0.0,21.0,41.0,14.0,0
24.0,0.0,0.0,26.0,5.0,14.0,0
28.0,0.0,0.0,29.0,50.0,15.0,0
112.0,0.0,0.0,116.0,41.0,14.0,0
8.0,0.0,0.0,8.0,5.0,14.0,0
26.0,0.0,0.0,26.0,5.0,14.0,0
51.0,0.0,2.0,63.0,5.0,14.0,0
42.0,0.0,0.0,42.0,32.0,14.0,0
60.0,0.1025407258,0.0,70.0,5.0,14.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
13.0,0.0,0.0,14.0,32.0,14.0,0
22.0,0.29985714285,0.0,24.0,50.0,15.0,0
1.0,0.0,0.0,1.0,41.0,14.0,0
10.0,0.0,0.0,12.0,5.0,14.0,0
13.0,0.0,0.0,13.0,32.0,14.0,0
6.0,0.0,0.0,6.0,50.0,15.0,0
47.0,0.0,0.0,49.0,5.0,14.0,0
32.0,10.75047059,0.0,34.0,5.0,14.0,1
28.0,0.0,0.0,30.0,5.0,15.0,0
2.0,0.0,0.0,2.0,32.0,14.0,0
35.0,0.2610352941,0.0,35.0,5.0,14.0,1
22.0,0.750238095,2.0,32.0,5.0,14.0,0
34.0,0.0,0.0,39.0,5.0,14.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
33.0,0.21151061224999998,2.0,40.0,5.0,15.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
50.0,0.5901168255,4.0,60.0,5.0,14.0,0
25.0,0.23547500000000002,0.0,25.0,50.0,15.0,1
3.0,0.0,0.0,3.0,5.0,15.0,0
13.0,0.0,0.0,15.0,5.0,14.0,0
9.0,0.0,0.0,10.0,5.0,14.0,0
